 "Material" , "Resin" , "ReinforcementFiber" , "ZeroDegreeDirectionFiber_pct" , "FortyFiveDegreeDirectionFiber_pct" , "NinetyDegreeDirectionFiber_pct" , "OtherDegreeDirectionFiber_pct" , "GaugeSectionWidth_mm" , "GaugeSectionThickness_mm" , "MaximumStrain_pct" , "StressRatio" , "LoadCycle_time" ,
 "MD-DD16-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "53.0" , "21.0" , "26.0" , "0.0" , "25.0" , "4.62" , "1.24" , "0.10" , "274618.00" ,
 "MD-DD16-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "53.0" , "21.0" , "26.0" , "0.0" , "25.0" , "4.62" , "1.68" , "0.10" , "29313.00" ,
 "MD-DD16-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "53.0" , "21.0" , "26.0" , "0.0" , "25.0" , "4.62" , "1.83" , "0.10" , "32965.00" ,
 "MD-DD16-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "53.0" , "21.0" , "26.0" , "0.0" , "25.0" , "4.62" , "1.30" , "0.10" , "523116.00" ,
 "MD-DD16-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "53.0" , "21.0" , "26.0" , "0.0" , "25.0" , "4.62" , "1.27" , "0.10" , "658704.00" ,
 "MD-DD16-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "53.0" , "21.0" , "26.0" , "0.0" , "25.0" , "4.62" , "1.26" , "0.10" , "844744.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.96" , "0.10" , "119502.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.70" , "0.10" , "12349.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.29" , "0.10" , "15558.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.65" , "0.10" , "1637.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.97" , "0.10" , "170000.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.92" , "0.10" , "186232.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.30" , "0.10" , "23820.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.64" , "0.10" , "2414.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.52" , "0.10" , "2866.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.60" , "0.10" , "3156.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.97" , "0.10" , "385099.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.20" , "0.10" , "43591.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "2.10" , "0.10" , "440.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.94" , "0.10" , "510998.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.33" , "0.10" , "52327.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.96" , "0.10" , "584702.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.80" , "0.10" , "6125824.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.18" , "0.10" , "65356.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.52" , "0.10" , "7677.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.86" , "0.10" , "843279.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.87" , "0.10" , "870.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.88" , "0.10" , "993.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.99" , "0.10" , "10402.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.91" , "0.10" , "12899.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.47" , "0.10" , "25373.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "0.90" , "0.10" , "2661881.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.12" , "0.10" , "268555.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.15" , "0.10" , "328011.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.48" , "0.10" , "45228.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.24" , "0.10" , "463110.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.66" , "0.10" , "49566.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "2.05" , "0.10" , "8310.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.96" , "0.10" , "1508.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.95" , "0.10" , "1750000.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.99" , "0.10" , "3000000.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.67" , "0.10" , "3418.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.79" , "0.10" , "5846.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.22" , "0.10" , "65338.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.15" , "0.10" , "654689.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.29" , "0.10" , "67612.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.18" , "0.10" , "78800.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "2.00" , "0.10" , "815.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.55" , "0.10" , "8292.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "2.13" , "0.10" , "913.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "0.75" , "0.10" , "1354001.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "2.17" , "0.10" , "2235.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "0.83" , "0.10" , "3104534.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "1.23" , "0.10" , "57266.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "1.20" , "0.10" , "77008.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "1.24" , "0.10" , "92441.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "0.68" , "0.10" , "955238.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.96" , "0.10" , "108773.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.61" , "0.10" , "1088.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.36" , "0.10" , "11012.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.58" , "0.10" , "1250000.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.83" , "0.10" , "143171.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.69" , "0.10" , "1590.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.88" , "0.10" , "31090.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.35" , "0.10" , "31283.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.11" , "0.10" , "72092.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.34" , "0.10" , "8594.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.50" , "0.10" , "877.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.13" , "0.10" , "10666.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.88" , "0.10" , "123726.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.07" , "0.10" , "17022.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.20" , "0.10" , "18014.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.09" , "0.10" , "27705.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.80" , "0.10" , "377162.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.03" , "0.10" , "46870.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.25" , "0.10" , "50000.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.15" , "0.10" , "62757.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.78" , "0.10" , "711185.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.85" , "0.10" , "1055.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.19" , "0.10" , "59123.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.23" , "0.10" , "62149.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.11" , "0.10" , "655028.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.61" , "0.10" , "6904.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.08" , "0.10" , "697390.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.27" , "0.10" , "71702.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.10" , "0.10" , "766525.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.80" , "0.10" , "883.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.64" , "1.52" , "0.10" , "9691.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.96" , "0.10" , "27916.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.70" , "0.10" , "362971.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.69" , "0.10" , "459000.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.63" , "0.10" , "484310.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.58" , "0.10" , "4899.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.46" , "0.10" , "5860.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.89" , "0.10" , "65250.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.55" , "0.10" , "8408.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.83" , "0.10" , "87234.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "0.60" , "0.10" , "1209687.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "0.80" , "0.10" , "24080.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "0.83" , "0.10" , "38386.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "0.88" , "0.10" , "44850.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "1.35" , "0.10" , "5006.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "1.41" , "0.10" , "5207.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "1.35" , "0.10" , "6014.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.06" , "0.10" , "1873215.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.27" , "0.10" , "384914.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.54" , "0.10" , "58843.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.67" , "0.10" , "62055.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.61" , "0.10" , "88185.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.25" , "0.10" , "960823.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "0.15" , "0.10" , "17433.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "1.31" , "0.10" , "190571.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "1.50" , "0.10" , "20925.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "1.12" , "0.10" , "314716.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "1.52" , "0.10" , "40767.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "0.88" , "0.10" , "5000000.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "1.08" , "0.10" , "696493.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.42" , "0.10" , "1621.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.22" , "0.10" , "17706.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.73" , "0.10" , "205450.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.10" , "0.10" , "37442.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.01" , "0.10" , "48799.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.67" , "0.10" , "5000000.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.99" , "0.10" , "50003.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.68" , "0.10" , "778703.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.37" , "0.10" , "8578.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.78" , "0.10" , "982766.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.74" , "0.10" , "1015979.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.01" , "0.10" , "135192.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.97" , "0.10" , "146154.00" ,
