 "Material" , "Resin" , "ReinforcementFiber" , "ZeroDegreeDirectionFiber_pct" , "FortyFiveDegreeDirectionFiber_pct" , "NinetyDegreeDirectionFiber_pct" , "OtherDegreeDirectionFiber_pct" , "GaugeSectionWidth_mm" , "GaugeSectionThickness_mm" , "MaximumStrain_pct" , "LoadCycle_time" ,
 "Biax-CH16-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.36" , "0.75" , "163247.00" ,
 "Biax-CH16-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.36" , "1.48" , "1746.00" ,
 "Biax-CH16-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.36" , "1.51" , "2805.00" ,
 "Biax-CH16-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.36" , "0.95" , "34528.00" ,
 "Biax-CH16-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.36" , "1.07" , "3595.00" ,
 "Biax-CH16-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.36" , "0.89" , "36647.00" ,
 "Biax-CH16-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.36" , "1.89" , "421.00" ,
 "Biax-CH16-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.36" , "1.01" , "4508.00" ,
 "Biax-CH16-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.36" , "0.93" , "47119.00" ,
 "Biax-CH16-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.36" , "1.66" , "580.00" ,
 "Biax-CH16-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.36" , "1.21" , "5928.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "1.53" , "1521.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "0.61" , "183268.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "0.65" , "196692.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "0.98" , "21682.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "0.89" , "28190.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "1.17" , "2826.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "1.02" , "34959.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "1.20" , "4396.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "0.74" , "44730.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "1.26" , "5024.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "1.70" , "657.00" ,
 "Biax-CH17-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "28.0" , "61.0" , "0.0" , "0.0" , "25.0" , "1.96" , "1.40" , "841.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "0.69" , "119853.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "1.12" , "12279.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "1.45" , "1360.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "1.44" , "1424.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "1.93" , "187.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "1.40" , "1875.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "1.87" , "269.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "1.87" , "343.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "0.56" , "585178.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "0.73" , "73139.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "0.94" , "7623.00" ,
 "Biax-CH18-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "3.10" , "1.10" , "8671.00" ,
 "Biax-CH19-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "4.60" , "1.55" , "1414.00" ,
 "Biax-CH19-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "4.60" , "0.99" , "17152.00" ,
 "Biax-CH19-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "4.60" , "1.05" , "27183.00" ,
 "Biax-CH19-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "4.60" , "0.83" , "278576.00" ,
 "Biax-CH19-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "4.60" , "0.78" , "324779.00" ,
 "Biax-CH19-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "4.60" , "1.05" , "32613.00" ,
 "Biax-CH19-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "4.60" , "0.82" , "423198.00" ,
 "Biax-CH19-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "4.60" , "1.35" , "4586.00" ,
 "Biax-CH19-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "16.0" , "84.0" , "0.0" , "0.0" , "25.0" , "4.60" , "1.13" , "5100.00" ,
