 "Material" , "Resin" , "ReinforcementFiber" , "ZeroDegreeDirectionFiber_pct" , "FortyFiveDegreeDirectionFiber_pct" , "NinetyDegreeDirectionFiber_pct" , "OtherDegreeDirectionFiber_pct" , "GaugeSectionWidth_mm" , "GaugeSectionThickness_mm" , "MaximumStrain_pct" , "LoadCycle_time" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.64" , "2414.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.52" , "2866.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.60" , "3156.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.97" , "385099.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.20" , "43591.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "2.10" , "440.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.94" , "510998.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.33" , "52327.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.96" , "584702.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.80" , "6125824.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.18" , "65356.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.52" , "7677.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "0.86" , "843279.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.87" , "870.00" ,
 "MD-DD17A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.83" , "1.88" , "993.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.99" , "10402.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.91" , "12899.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.47" , "25373.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "0.90" , "2661881.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.12" , "268555.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.15" , "328011.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.48" , "45228.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.24" , "463110.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "1.66" , "49566.00" ,
 "MD-DD18-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.35" , "2.05" , "8310.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.96" , "1508.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.95" , "1750000.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.99" , "3000000.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.67" , "3418.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.79" , "5846.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.22" , "65338.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.15" , "654689.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.29" , "67612.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.18" , "78800.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "2.00" , "815.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.55" , "8292.00" ,
 "MD-DD18A-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.78" , "2.13" , "913.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "0.75" , "1354001.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "2.17" , "2235.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "0.83" , "3104534.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "1.23" , "57266.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "1.20" , "77008.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "1.24" , "92441.00" ,
 "MD-DD19-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "3.39" , "0.68" , "955238.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.96" , "108773.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.61" , "1088.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.36" , "11012.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.58" , "1250000.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.83" , "143171.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.69" , "1590.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.88" , "31090.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.35" , "31283.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.11" , "72092.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.34" , "8594.00" ,
 "MD-DD19A-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.50" , "877.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.13" , "10666.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.88" , "123726.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.07" , "17022.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.20" , "18014.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.09" , "27705.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.80" , "377162.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.03" , "46870.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.25" , "50000.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "1.15" , "62757.00" ,
 "MD-DD19B-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "68.0" , "32.0" , "0.0" , "0.0" , "25.0" , "2.78" , "0.78" , "711185.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.85" , "1055.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.19" , "59123.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.23" , "62149.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.11" , "655028.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.61" , "6904.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.08" , "697390.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.27" , "71702.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.10" , "766525.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "22.0" , "2.64" , "1.80" , "883.00" ,
 "MD-DD2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "72.0" , "28.0" , "0.0" , "0.0" , "25.0" , "2.64" , "1.52" , "9691.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.96" , "27916.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.70" , "362971.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.69" , "459000.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.63" , "484310.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.58" , "4899.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.46" , "5860.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.89" , "65250.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.55" , "8408.00" ,
 "MD-DD20-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.83" , "87234.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "0.60" , "1209687.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "0.80" , "24080.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "0.83" , "38386.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "0.88" , "44850.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "1.35" , "5006.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "1.41" , "5207.00" ,
 "MD-DD20A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft A1010 (351 gsm)" , "73.0" , "27.0" , "0.0" , "0.0" , "22.0" , "2.66" , "1.35" , "6014.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.06" , "1873215.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.27" , "384914.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.54" , "58843.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.67" , "62055.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.61" , "88185.00" ,
 "MD-DD22-UP2" , "CoRezyn 63-AX-051" , "Knytex D092 (310 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.86" , "1.25" , "960823.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "0.15" , "17433.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "1.31" , "190571.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "1.50" , "20925.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "1.12" , "314716.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "1.52" , "40767.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "0.88" , "5000000.00" ,
 "MD-DD24-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1010V (424 gsm)" , "70.0" , "30.0" , "0.0" , "0.0" , "22.0" , "2.59" , "1.08" , "696493.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.42" , "1621.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.22" , "17706.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.73" , "205450.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.10" , "37442.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.01" , "48799.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.67" , "5000000.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.99" , "50003.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.68" , "778703.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.37" , "8578.00" ,
 "MD-DD25-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.78" , "982766.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.74" , "1015979.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.01" , "135192.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.97" , "146154.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.23" , "20249.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.99" , "253259.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.20" , "44578.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "1.24" , "44823.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.86" , "503924.00" ,
 "MD-DD25A-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.89" , "0.91" , "740566.00" ,
 "MD-DD25B-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "4.27" , "1.07" , "1200000.00" ,
 "MD-DD25B-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "4.27" , "1.38" , "178659.00" ,
 "MD-DD25B-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "4.27" , "1.48" , "17956.00" ,
 "MD-DD25B-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "4.27" , "1.52" , "41266.00" ,
 "MD-DD25B-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "4.27" , "1.41" , "49497.00" ,
 "MD-DD25B-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "4.27" , "1.54" , "5663.00" ,
 "MD-DD25B-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "4.27" , "1.46" , "70464.00" ,
 "MD-DD25D-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "25.0" , "3.96" , "1.17" , "110424.00" ,
 "MD-DD25D-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "25.0" , "3.96" , "0.94" , "180832.00" ,
 "MD-DD25D-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "25.0" , "3.96" , "0.83" , "584489.00" ,
 "MD-DD26-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.61" , "1.45" , "10628.00" ,
 "MD-DD26-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.61" , "1.53" , "13112.00" ,
 "MD-DD26-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.61" , "0.83" , "1568929.00" ,
 "MD-DD26-UP2" , "CoRezyn 63-AX-051" , "Collins Craft UC1018GV (678 gsm)" , "76.0" , "24.0" , "0.0" , "0.0" , "22.0" , "2.61" , "0.83" , "2019100.00" ,
