 "MaterialName" , "GaugeSectionThickness" , "GaugeSectionWidth" , "Maxstress" , "Minstress" , "Maxstrainpct" , "Minstrainpct" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "690" , "69.0" , "1.62" , "0.16" ,
 "UNI-D092G-UP2" , "3.25" , "25.0" , "690" , "69" , "1.64" , "0.16" ,
 "Biax-CH13-UP2" , "3.28" , "25.0" , "103" , "10.3" , "0.50" , "0.05" ,
 "Biax-CH13-UP2" , "3.28" , "25.0" , "138" , "13.8" , "0.70" , "0.07" ,
 "Biax-CH13-UP2" , "3.28" , "25.0" , "138" , "13.8" , "0.74" , "0.07" ,
 "Biax-CH13-UP2" , "3.28" , "25.0" , "207" , "20.7" , "1.24" , "0.12" ,
 "Biax-CH13-UP2" , "3.28" , "25.0" , "276" , "27.6" , "1.68" , "0.17" ,
 "Biax-CH13-UP2" , "3.28" , "25.0" , "276" , "27.6" , "1.75" , "0.18" ,
 "Biax-CH13-UP2" , "3.28" , "25.0" , "276" , "27.6" , "1.81" , "0.18" ,
 "UNI-D072A-UP2" , "3.30" , "25.0" , "310" , "31" , "0.96" , "0.10" ,
 "UNI-D072A-UP2" , "3.30" , "25.0" , "345" , "34.5" , "1.14" , "0.11" ,
 "UNI-D072A-UP2" , "3.30" , "25.0" , "345" , "34.5" , "1.29" , "0.13" ,
 "UNI-D072A-UP2" , "3.30" , "25.0" , "345" , "34.5" , "1.30" , "0.13" ,
 "UNI-D072A-UP2" , "3.30" , "25.0" , "414" , "41.4" , "1.32" , "0.13" ,
 "UNI-D072A-UP2" , "3.30" , "25.0" , "414" , "41.4" , "1.40" , "0.14" ,
 "UNI-D072A-UP2" , "3.30" , "25.0" , "414" , "41.4" , "1.47" , "0.15" ,
 "UNI-D072A-UP2" , "3.30" , "25.0" , "483" , "48.3" , "1.63" , "0.16" ,
 "UNI-D072A-UP2" , "3.30" , "25.0" , "483" , "48.3" , "1.83" , "0.18" ,
 "UNI-D072A-UP2" , "3.30" , "25.0" , "483" , "48.3" , "1.91" , "0.19" ,
 "UNI-90D155V2-VE2" , "3.31" , "25.0" , "17.2" , "1.72" , "0.20" , "0.02" ,
 "UNI-90D155V2-VE2" , "3.31" , "25.0" , "20.7" , "2.07" , "0.23" , "0.02" ,
 "UNI-90D155V2-VE2" , "3.31" , "25.0" , "20.7" , "2.07" , "0.24" , "0.02" ,
 "UNI-90D155V2-VE2" , "3.31" , "25.0" , "27.6" , "2.76" , "0.30" , "0.03" ,
 "UNI-90D155V2-VE2" , "3.31" , "25.0" , "27.6" , "2.76" , "0.32" , "0.03" ,
 "UNI-90D155V2-VE2" , "3.31" , "25.0" , "27.6" , "2.76" , "0.33" , "0.03" ,
 "UNI-90D155V2-VE2" , "3.31" , "25.0" , "34.5" , "3.45" , "0.41" , "0.04" ,
 "UNI-90D155V2-VE2" , "3.31" , "25.0" , "34.5" , "3.45" , "0.43" , "0.04" ,
 "MD-80D155-UP2" , "3.32" , "25.0" , "12" , "1.2" , "0.15" , "0.02" ,
 "MD-80D155-UP2" , "3.32" , "25.0" , "14" , "1.4" , "0.18" , "0.02" ,
 "MD-80D155-UP2" , "3.32" , "25.0" , "16" , "1.6" , "0.19" , "0.02" ,
 "MD-80D155-UP2" , "3.32" , "25.0" , "16" , "1.6" , "0.20" , "0.02" ,
 "MD-80D155-UP2" , "3.32" , "25.0" , "17" , "1.7" , "0.24" , "0.02" ,
 "MD-80D155-UP2" , "3.32" , "25.0" , "17" , "1.7" , "0.25" , "0.03" ,
 "MD-90D155-UP2" , "3.32" , "25.0" , "14" , "1.4" , "0.17" , "0.02" ,
 "MD-90D155-UP2" , "3.32" , "25.0" , "14" , "1.4" , "0.19" , "0.02" ,
 "MD-90D155-UP2" , "3.32" , "25.0" , "14" , "1.4" , "0.20" , "0.02" ,
 "MD-90D155-UP2" , "3.32" , "25.0" , "17" , "1.7" , "0.24" , "0.02" ,
 "MD-90D155-UP2" , "3.32" , "25.0" , "19" , "1.9" , "0.24" , "0.02" ,
 "MD-90D155-UP2" , "3.32" , "25.0" , "17" , "1.7" , "0.25" , "0.03" ,
 "MD-90D155-UP2" , "3.32" , "25.0" , "19" , "1.9" , "0.25" , "0.03" ,
 "MD-DD18-UP2" , "3.35" , "25.0" , "207" , "20.7" , "0.90" , "0.09" ,
 "MD-DD18-UP2" , "3.35" , "25.0" , "241" , "24.1" , "1.12" , "0.11" ,
 "MD-DD18-UP2" , "3.35" , "25.0" , "241" , "24.1" , "1.15" , "0.12" ,
 "MD-DD18-UP2" , "3.35" , "25.0" , "241" , "24.1" , "1.24" , "0.12" ,
 "MD-DD18-UP2" , "3.35" , "25.0" , "345" , "34.5" , "1.47" , "0.15" ,
 "MD-DD18-UP2" , "3.35" , "25.0" , "345" , "34.5" , "1.48" , "0.15" ,
 "MD-DD18-UP2" , "3.35" , "25.0" , "345" , "34.5" , "1.66" , "0.17" ,
 "MD-DD18-UP2" , "3.35" , "25.0" , "414" , "41.4" , "1.91" , "0.19" ,
 "MD-DD18-UP2" , "3.35" , "25.0" , "414" , "41.4" , "1.99" , "0.20" ,
 "MD-DD18-UP2" , "3.35" , "25.0" , "414" , "41.4" , "2.05" , "0.21" ,
 "MD-EEAV" , "3.36" , "20.0" , "207" , "20.7" , "0.74" , "0.07" ,
 "MD-EEAV" , "3.36" , "20.0" , "207" , "20.7" , "0.79" , "0.08" ,
 "MD-EEAV" , "3.36" , "20.0" , "276" , "27.6" , "1.00" , "0.10" ,
 "MD-EEAV" , "3.36" , "20.0" , "276" , "27.6" , "1.01" , "0.10" ,
 "MD-EEAV" , "3.36" , "20.0" , "345" , "34.5" , "1.29" , "0.13" ,
 "MD-EEAV" , "3.36" , "20.0" , "345" , "34.5" , "1.30" , "0.13" ,
 "MD-EEAV" , "3.36" , "20.0" , "345" , "34.5" , "1.31" , "0.13" ,
 "MD-DD19-UP2" , "3.39" , "25.0" , "155" , "15.5" , "0.68" , "0.07" ,
 "MD-DD19-UP2" , "3.39" , "25.0" , "155" , "15.5" , "0.75" , "0.08" ,
 "MD-DD19-UP2" , "3.39" , "25.0" , "155" , "15.5" , "0.83" , "0.08" ,
 "MD-DD19-UP2" , "3.39" , "25.0" , "241" , "24.1" , "1.20" , "0.12" ,
 "MD-DD19-UP2" , "3.39" , "25.0" , "241" , "24.1" , "1.23" , "0.12" ,
 "MD-DD19-UP2" , "3.39" , "25.0" , "241" , "24.1" , "1.24" , "0.12" ,
 "MD-DD19-UP2" , "3.39" , "25.0" , "414" , "41.4" , "2.17" , "0.22" ,
 "UNI-90D155E2-SC14" , "3.41" , "25.0" , "13.8" , "1.38" , "0.15" , "0.02" ,
 "UNI-90D155E2-SC14" , "3.41" , "25.0" , "17.2" , "1.72" , "0.26" , "0.03" ,
 "UNI-90D155E2-SC14" , "3.41" , "25.0" , "20.7" , "2.07" , "0.27" , "0.03" ,
 "UNI-90D155E2-SC14" , "3.41" , "25.0" , "27.6" , "2.76" , "0.35" , "0.04" ,
 "UNI-90D155E2-SC14" , "3.41" , "25.0" , "20.7" , "2.07" , "0.40" , "0.04" ,
 "UNI-90D155E2-SC14" , "3.41" , "25.0" , "26.1" , "2.61" , "0.44" , "0.04" ,
 "Triax-W" , "3.43" , "50.0" , "172" , "17.2" , "0.90" , "0.09" ,
 "Triax-W" , "3.43" , "50.0" , "172" , "17.2" , "0.91" , "0.09" ,
 "Triax-AA3-UP2" , "3.45" , "25.0" , "103" , "10.3" , "0.44" , "0.04" ,
 "Triax-AA3-UP2" , "3.45" , "25.0" , "172" , "17.2" , "0.57" , "0.06" ,
 "Triax-AA3-UP2" , "3.45" , "25.0" , "172" , "17.2" , "0.81" , "0.08" ,
 "Triax-AA3-UP2" , "3.45" , "25.0" , "241" , "24.1" , "0.91" , "0.09" ,
 "Triax-AA3-UP2" , "3.45" , "25.0" , "241" , "24.1" , "0.94" , "0.09" ,
 "Triax-AA3-UP2" , "3.45" , "25.0" , "241" , "24.1" , "1.06" , "0.11" ,
 "Triax-AA3-UP2" , "3.45" , "25.0" , "310" , "31.0" , "1.23" , "0.12" ,
 "Triax-AA3-UP2" , "3.45" , "25.0" , "310" , "31.0" , "1.26" , "0.13" ,
 "Triax-AA3-UP2" , "3.45" , "25.0" , "310" , "31.0" , "1.39" , "0.14" ,
 "UNI-B" , "3.45" , "25.0" , "152" , "15.2" , "0.70" , "0.07" ,
 "UNI-B" , "3.45" , "25.0" , "187" , "18.7" , "0.84" , "0.08" ,
 "UNI-B" , "3.45" , "25.0" , "267" , "26.7" , "1.21" , "0.12" ,
 "UNI-B" , "3.45" , "25.0" , "256" , "25.6" , "1.29" , "0.13" ,
 "UNI-B" , "3.45" , "25.0" , "321" , "32.1" , "1.40" , "0.14" ,
 "UNI-B" , "3.45" , "25.0" , "332" , "33.2" , "1.53" , "0.15" ,
 "UNI-B" , "3.45" , "25.0" , "321" , "32.1" , "1.60" , "0.16" ,
 "UNI-B" , "3.45" , "25.0" , "328" , "32.8" , "1.60" , "0.16" ,
 "UNI-B" , "3.45" , "25.0" , "343" , "34.3" , "1.64" , "0.16" ,
 "UNI-B" , "3.45" , "25.0" , "387" , "38.7" , "1.82" , "0.18" ,
 "UNI-B" , "3.45" , "25.0" , "372" , "37.2" , "1.90" , "0.19" ,
 "UNI-B" , "3.45" , "25.0" , "370" , "37.0" , "2.06" , "0.21" ,
 "UNI-B" , "3.45" , "50.0" , "154" , "15.4" , "0.76" , "0.08" ,
 "UNI-B" , "3.45" , "50.0" , "188" , "18.8" , "0.79" , "0.08" ,
 "UNI-B" , "3.45" , "50.0" , "190" , "19.0" , "0.90" , "0.09" ,
 "UNI-B" , "3.45" , "50.0" , "229" , "22.9" , "0.99" , "0.10" ,
 "UNI-B" , "3.45" , "50.0" , "229" , "22.9" , "1.08" , "0.11" ,
 "UNI-B" , "3.45" , "50.0" , "237" , "23.7" , "1.24" , "0.12" ,
 "UNI-B" , "3.45" , "50.0" , "343" , "34.3" , "2.12" , "0.21" ,
 "MD-10D155-UP2" , "3.47" , "25.0" , "155" , "15.5" , "0.53" , "0.05" ,
 "MD-10D155-UP2" , "3.47" , "25.0" , "172" , "17.2" , "0.60" , "0.06" ,
 "MD-10D155-UP2" , "3.47" , "25.0" , "172" , "17.2" , "0.64" , "0.06" ,
 "MD-10D155-UP2" , "3.47" , "25.0" , "207" , "20.7" , "0.64" , "0.06" ,
 "MD-10D155-UP2" , "3.47" , "25.0" , "172" , "17.2" , "0.66" , "0.07" ,
 "MD-10D155-UP2" , "3.47" , "25.0" , "207" , "20.7" , "0.71" , "0.07" ,
 "MD-10D155-UP2" , "3.47" , "25.0" , "207" , "20.7" , "0.72" , "0.07" ,
 "MD-EE" , "3.53" , "20.0" , "138" , "13.8" , "0.43" , "0.04" ,
 "MD-EE" , "3.53" , "20.0" , "207" , "20.7" , "0.65" , "0.07" ,
 "MD-EE" , "3.53" , "20.0" , "276" , "27.6" , "0.93" , "0.09" ,
 "MD-EE" , "3.53" , "20.0" , "310" , "31.0" , "1.07" , "0.11" ,
 "MD-EE" , "3.53" , "20.0" , "345" , "34.5" , "1.14" , "0.11" ,
 "MD-DD6-UP2" , "3.53" , "22.0" , "276" , "27.6" , "1.22" , "0.12" ,
 "MD-DD6-UP2" , "3.53" , "22.0" , "276" , "27.6" , "1.28" , "0.13" ,
 "MD-DD6-UP2" , "3.53" , "22.0" , "276" , "27.6" , "1.35" , "0.14" ,
 "MD-DD6-UP2" , "3.53" , "22.0" , "345" , "34.5" , "1.76" , "0.18" ,
 "MD-DD6-UP2" , "3.53" , "22.0" , "345" , "34.5" , "1.79" , "0.18" ,
 "MD-DD6-UP2" , "3.53" , "22.0" , "414" , "41.4" , "1.85" , "0.19" ,
 "MD-DD6-UP2" , "3.53" , "22.0" , "414" , "41.4" , "1.94" , "0.19" ,
 "MD-DD6-UP2" , "3.53" , "22.0" , "414" , "41.4" , "2.09" , "0.21" ,
 "UNI-D155J-UP2" , "3.54" , "25.0" , "414" , "41.4" , "0.79" , "0.08" ,
 "UNI-D155J-UP2" , "3.54" , "25.0" , "414" , "41.4" , "0.86" , "0.09" ,
 "UNI-D155J-UP2" , "3.54" , "25.0" , "414" , "41.4" , "0.88" , "0.09" ,
 "UNI-D155J-UP2" , "3.54" , "25.0" , "552" , "55.2" , "1.10" , "0.11" ,
 "UNI-D155J-UP2" , "3.54" , "25.0" , "552" , "55.2" , "1.15" , "0.12" ,
 "UNI-D155J-UP2" , "3.54" , "25.0" , "552" , "55.2" , "1.22" , "0.12" ,
 "UNI-D155J-UP2" , "3.54" , "25.0" , "690" , "69" , "1.38" , "0.14" ,
 "UNI-D155J-UP2" , "3.54" , "25.0" , "690" , "69" , "1.47" , "0.15" ,
 "UNI-D155J-UP2" , "3.54" , "25.0" , "690" , "69" , "1.54" , "0.15" ,
 "Triax-R" , "3.56" , "50.0" , "138" , "13.8" , "0.82" , "0.08" ,
 "Triax-R" , "3.56" , "50.0" , "138" , "13.8" , "0.90" , "0.09" ,
 "Triax-R" , "3.56" , "50.0" , "138" , "13.8" , "0.93" , "0.09" ,
 "Triax-R" , "3.56" , "50.0" , "172" , "17.2" , "1.00" , "0.10" ,
 "Triax-R" , "3.56" , "50.0" , "207" , "20.7" , "1.31" , "0.13" ,
 "Triax-R" , "3.56" , "50.0" , "276" , "27.6" , "2.13" , "0.21" ,
 "Triax-R" , "3.56" , "50.0" , "345" , "34.5" , "2.52" , "0.25" ,
 "MD-EEAP" , "3.64" , "20.0" , "207" , "20.7" , "0.73" , "0.07" ,
 "MD-EEAP" , "3.64" , "20.0" , "207" , "20.7" , "0.74" , "0.07" ,
 "MD-EEAP" , "3.64" , "20.0" , "276" , "27.6" , "0.90" , "0.09" ,
 "MD-EEAP" , "3.64" , "20.0" , "276" , "27.6" , "1.03" , "0.10" ,
 "MD-EEAP" , "3.64" , "20.0" , "276" , "27.6" , "1.04" , "0.10" ,
 "MD-EEAP" , "3.64" , "20.0" , "345" , "34.5" , "1.15" , "0.12" ,
 "MD-EEAP" , "3.64" , "20.0" , "345" , "34.5" , "1.20" , "0.12" ,
 "MD-EEAP" , "3.64" , "20.0" , "345" , "34.5" , "1.24" , "0.12" ,
 "MD-Hybrid DD23-VE" , "3.65" , "25.0" , "276" , "27.6" , "0.96" , "0.10" ,
 "MD-Hybrid DD23-VE" , "3.65" , "25.0" , "310" , "31.0" , "1.08" , "0.11" ,
 "MD-Hybrid DD23-VE" , "3.65" , "25.0" , "310" , "31.0" , "1.12" , "0.11" ,
 "MD-Hybrid DD23-VE" , "3.65" , "25.0" , "345" , "34.5" , "1.14" , "0.11" ,
 "MD-Hybrid DD23-VE" , "3.65" , "25.0" , "345" , "34.5" , "1.17" , "0.12" ,
 "MD-Hybrid DD23-VE" , "3.65" , "25.0" , "379" , "37.9" , "1.37" , "0.14" ,
 "MD-Hybrid DD23-VE" , "3.65" , "25.0" , "379" , "37.9" , "1.42" , "0.14" ,
 "MD-Hybrid DD23-VE" , "3.65" , "25.0" , "379" , "37.9" , "1.47" , "0.15" ,
 "MD-Hybrid DD23-VE" , "3.65" , "25.0" , "414" , "41.4" , "1.65" , "0.17" ,
 "MD-Hybrid DD23-VE" , "3.65" , "25.0" , "414" , "41.4" , "1.68" , "0.17" ,
 "UNI-A" , "3.68" , "25.0" , "190" , "19.0" , "0.66" , "0.07" ,
 "UNI-A" , "3.68" , "25.0" , "207" , "20.7" , "0.72" , "0.07" ,
 "UNI-A" , "3.68" , "25.0" , "276" , "27.6" , "1.12" , "0.11" ,
 "UNI-A" , "3.68" , "25.0" , "276" , "27.6" , "1.20" , "0.12" ,
 "UNI-A" , "3.68" , "25.0" , "276" , "27.6" , "1.23" , "0.12" ,
 "UNI-A" , "3.68" , "25.0" , "345" , "34.5" , "1.35" , "0.14" ,
 "UNI-A" , "3.68" , "25.0" , "345" , "34.5" , "1.44" , "0.14" ,
 "UNI-A" , "3.68" , "25.0" , "345" , "34.5" , "1.63" , "0.16" ,
 "UNI-A" , "3.68" , "50.0" , "186" , "18.6" , "0.85" , "0.09" ,
 "UNI-A" , "3.68" , "50.0" , "186" , "18.6" , "0.90" , "0.09" ,
 "UNI-A" , "3.68" , "50.0" , "279" , "27.9" , "1.40" , "0.14" ,
 "ROV4-UP4" , "3.71" , "25.0" , "86" , "8.6" , "0.35" , "0.04" ,
 "ROV4-UP4" , "3.71" , "25.0" , "86" , "8.6" , "0.36" , "0.04" ,
 "ROV4-UP4" , "3.71" , "25.0" , "103" , "10.3" , "0.46" , "0.05" ,
 "ROV4-UP4" , "3.71" , "25.0" , "103" , "10.3" , "0.47" , "0.05" ,
 "ROV4-UP4" , "3.71" , "25.0" , "103" , "10.3" , "0.51" , "0.05" ,
 "ROV4-UP4" , "3.71" , "25.0" , "138" , "13.8" , "0.65" , "0.07" ,
 "ROV4-UP4" , "3.71" , "25.0" , "138" , "13.8" , "0.67" , "0.07" ,
 "ROV4-UP4" , "3.71" , "25.0" , "172" , "17.2" , "0.83" , "0.08" ,
 "ROV4-UP4" , "3.71" , "25.0" , "172" , "17.2" , "0.90" , "0.09" ,
 "ROV4-UP4" , "3.71" , "25.0" , "172" , "17.2" , "0.98" , "0.10" ,
 "ROV4-UP4" , "3.71" , "25.0" , "207" , "20.7" , "1.04" , "0.10" ,
 "ROV4-UP4" , "3.71" , "25.0" , "207" , "20.7" , "1.05" , "0.11" ,
 "ROV4-UP4" , "3.71" , "25.0" , "207" , "20.7" , "1.11" , "0.11" ,
 "UNI-A260-UP2" , "3.71" , "25.0" , "345" , "34.5" , "0.99" , "0.10" ,
 "UNI-A260-UP2" , "3.71" , "25.0" , "379" , "37.9" , "1.14" , "0.11" ,
 "UNI-A260-UP2" , "3.71" , "25.0" , "379" , "37.9" , "1.20" , "0.12" ,
 "UNI-A260-UP2" , "3.71" , "25.0" , "379" , "37.9" , "1.21" , "0.12" ,
 "UNI-A260-UP2" , "3.71" , "25.0" , "448" , "44.8" , "1.35" , "0.14" ,
 "UNI-A260-UP2" , "3.71" , "25.0" , "552" , "55.2" , "1.36" , "0.14" ,
 "UNI-A260-UP2" , "3.71" , "25.0" , "448" , "44.8" , "1.40" , "0.14" ,
 "UNI-A260-UP2" , "3.71" , "25.0" , "448" , "44.8" , "1.42" , "0.14" ,
 "UNI-A260-UP2" , "3.71" , "25.0" , "552" , "55.2" , "1.52" , "0.15" ,
 "UNI-A260-UP2" , "3.71" , "25.0" , "552" , "55.2" , "1.79" , "0.18" ,
 "Biax-CH20-UP2" , "3.76" , "25.0" , "52" , "5.2" , "0.52" , "0.05" ,
 "Biax-CH20-UP2" , "3.76" , "25.0" , "52" , "5.2" , "0.56" , "0.06" ,
 "Biax-CH20-UP2" , "3.76" , "25.0" , "69" , "6.9" , "0.76" , "0.08" ,
 "Biax-CH20-UP2" , "3.76" , "25.0" , "69" , "6.9" , "0.82" , "0.08" ,
 "Biax-CH20-UP2" , "3.76" , "25.0" , "69" , "6.9" , "0.83" , "0.08" ,
 "Biax-CH20-UP2" , "3.76" , "25.0" , "86" , "8.6" , "0.96" , "0.10" ,
 "Biax-CH20-UP2" , "3.76" , "25.0" , "86" , "8.6" , "1.09" , "0.11" ,
 "Biax-CH20-UP2" , "3.76" , "25.0" , "86" , "8.6" , "1.25" , "0.13" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "103" , "10.3" , "0.64" , "0.06" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "121" , "12.1" , "0.77" , "0.08" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "138" , "13.8" , "0.97" , "0.10" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "138" , "13.8" , "1.10" , "0.11" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "138" , "13.8" , "1.14" , "0.11" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "172" , "17.2" , "1.23" , "0.12" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "172" , "17.2" , "1.25" , "0.13" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "172" , "17.2" , "1.34" , "0.13" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "207" , "20.7" , "1.72" , "0.17" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "207" , "20.7" , "1.77" , "0.18" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "207" , "20.7" , "1.79" , "0.18" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "241" , "24.1" , "1.80" , "0.18" ,
 "Biax-CH2-UP2" , "3.78" , "25.0" , "241" , "24.1" , "2.20" , "0.22" ,
 "MD-FFA-UP2" , "3.78" , "25.0" , "172" , "17.2" , "0.78" , "0.08" ,
 "MD-FFA-UP2" , "3.78" , "25.0" , "207" , "20.7" , "0.93" , "0.09" ,
 "MD-FFA-UP2" , "3.78" , "25.0" , "207" , "20.7" , "0.99" , "0.10" ,
 "MD-FFA-UP2" , "3.78" , "25.0" , "207" , "20.7" , "1.02" , "0.10" ,
 "MD-FFA-UP2" , "3.78" , "25.0" , "276" , "27.6" , "1.21" , "0.12" ,
 "MD-FFA-UP2" , "3.78" , "25.0" , "276" , "27.6" , "1.28" , "0.13" ,
 "MD-FFA-UP2" , "3.78" , "25.0" , "276" , "27.6" , "1.29" , "0.13" ,
 "MD-FFA-UP2" , "3.78" , "25.0" , "345" , "34.5" , "1.63" , "0.16" ,
 "MD-FFA-UP2" , "3.78" , "25.0" , "414" , "41.4" , "1.98" , "0.20" ,
 "MD-FFA-UP2" , "3.78" , "25.0" , "414" , "41.4" , "2.05" , "0.21" ,
 "MD-FFA-UP2" , "3.78" , "25.0" , "414" , "41.4" , "2.14" , "0.21" ,
 "MD-P" , "3.78" , "50.0" , "-13.8" , "-138" , "-0.04" , "-0.40" ,
 "MD-P" , "3.78" , "50.0" , "-17.2" , "-172" , "-0.05" , "-0.51" ,
 "MD-P" , "3.78" , "50.0" , "-20.7" , "-207" , "-0.06" , "-0.63" ,
 "MD-P" , "3.78" , "50.0" , "-17.2" , "-172" , "-0.08" , "-0.82" ,
 "MD-P" , "3.78" , "50.0" , "103" , "10.3" , "0.38" , "0.04" ,
 "MD-P" , "3.78" , "50.0" , "103" , "10.3" , "0.44" , "0.04" ,
 "MD-P" , "3.78" , "50.0" , "138" , "-138" , "0.44" , "-0.44" ,
 "MD-P" , "3.78" , "50.0" , "138" , "-138" , "0.46" , "-0.46" ,
 "MD-P" , "3.78" , "50.0" , "138" , "13.8" , "0.52" , "0.05" ,
 "MD-P" , "3.78" , "50.0" , "138" , "13.8" , "0.60" , "0.06" ,
 "MD-P" , "3.78" , "50.0" , "207" , "-207" , "0.70" , "-0.70" ,
 "MD-P" , "3.78" , "50.0" , "207" , "-207" , "0.74" , "-0.74" ,
 "MD-P" , "3.78" , "50.0" , "207" , "20.7" , "0.80" , "0.08" ,
 "MD-P" , "3.78" , "50.0" , "207" , "20.7" , "0.82" , "0.08" ,
 "MD-P" , "3.78" , "50.0" , "414" , "41.4" , "0.93" , "0.09" ,
 "MD-P" , "3.78" , "50.0" , "276" , "27.6" , "1.12" , "0.11" ,
 "MD-P" , "3.78" , "50.0" , "276" , "27.6" , "1.27" , "0.13" ,
 "MD-P" , "3.78" , "50.0" , "345" , "34.5" , "1.40" , "0.14" ,
 "MD-P" , "3.78" , "50.0" , "345" , "34.5" , "1.45" , "0.15" ,
 "MD-P" , "3.78" , "50.0" , "414" , "41.4" , "2.22" , "0.22" ,
 "MD-FFB-UP2" , "3.81" , "25.0" , "207" , "20.7" , "0.95" , "0.10" ,
 "MD-FFB-UP2" , "3.81" , "25.0" , "207" , "20.7" , "0.98" , "0.10" ,
 "MD-FFB-UP2" , "3.81" , "25.0" , "207" , "20.7" , "1.03" , "0.10" ,
 "MD-FFB-UP2" , "3.81" , "25.0" , "276" , "27.6" , "1.23" , "0.12" ,
 "MD-FFB-UP2" , "3.81" , "25.0" , "276" , "27.6" , "1.41" , "0.14" ,
 "MD-FFB-UP2" , "3.81" , "25.0" , "345" , "34.5" , "1.68" , "0.17" ,
 "MD-FFB-UP2" , "3.81" , "25.0" , "414" , "41.4" , "1.97" , "0.20" ,
 "MD-FFB-UP2" , "3.81" , "25.0" , "414" , "41.4" , "2.04" , "0.20" ,
 "MD-FFC-UP2" , "3.81" , "25.0" , "207" , "20.7" , "0.93" , "0.09" ,
 "MD-FFC-UP2" , "3.81" , "25.0" , "345" , "34.5" , "1.71" , "0.17" ,
 "MD-FFC-UP2" , "3.81" , "25.0" , "414" , "41.4" , "2.00" , "0.20" ,
 "MD-FFD-UP2" , "3.83" , "25.0" , "414" , "41.4" , "2.18" , "0.22" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "52" , "5.2" , "0.44" , "0.04" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "62" , "6.2" , "0.51" , "0.05" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "69" , "6.9" , "0.51" , "0.05" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "62" , "6.2" , "0.55" , "0.06" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "69" , "6.9" , "0.59" , "0.06" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "62" , "6.2" , "0.60" , "0.06" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "69" , "6.9" , "0.64" , "0.06" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "86" , "8.6" , "0.64" , "0.06" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "86" , "8.6" , "0.91" , "0.09" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "86" , "8.6" , "0.92" , "0.09" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "103" , "10.3" , "0.93" , "0.09" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "103" , "10.3" , "0.94" , "0.09" ,
 "Biax-CH-UP2" , "3.86" , "25.0" , "103" , "10.3" , "0.97" , "0.10" ,
 "Biax-CH7-UP2" , "3.86" , "25.0" , "52" , "5.2" , "0.32" , "0.03" ,
 "Biax-CH7-UP2" , "3.86" , "25.0" , "52" , "5.2" , "0.34" , "0.03" ,
 "Biax-CH7-UP2" , "3.86" , "25.0" , "69" , "6.9" , "0.49" , "0.05" ,
 "Biax-CH7-UP2" , "3.86" , "25.0" , "69" , "6.9" , "0.55" , "0.06" ,
 "Biax-CH7-UP2" , "3.86" , "25.0" , "83" , "8.3" , "0.57" , "0.06" ,
 "Biax-CH7-UP2" , "3.86" , "25.0" , "83" , "8.3" , "0.70" , "0.07" ,
 "MD-DD25D-UP2" , "3.96" , "25.0" , "155" , "15.5" , "0.83" , "0.08" ,
 "MD-DD25D-UP2" , "3.96" , "25.0" , "181" , "18.1" , "0.94" , "0.09" ,
 "MD-DD25D-UP2" , "3.96" , "25.0" , "179" , "17.9" , "1.17" , "0.12" ,
 "Triax-DD27A-UP2" , "4.08" , "22.0" , "103" , "10.3" , "0.52" , "0.05" ,
 "Triax-DD27A-UP2" , "4.08" , "22.0" , "103" , "10.3" , "0.53" , "0.05" ,
 "Triax-DD27A-UP2" , "4.08" , "22.0" , "103" , "10.3" , "0.54" , "0.05" ,
 "Triax-DD27A-UP2" , "4.08" , "22.0" , "138" , "13.8" , "0.63" , "0.06" ,
 "Triax-DD27A-UP2" , "4.08" , "22.0" , "138" , "13.8" , "0.67" , "0.07" ,
 "Triax-DD27A-UP2" , "4.08" , "22.0" , "138" , "13.8" , "0.75" , "0.08" ,
 "Triax-DD27A-UP2" , "4.08" , "22.0" , "207" , "20.7" , "1.09" , "0.11" ,
 "Triax-DD27A-UP2" , "4.08" , "22.0" , "207" , "20.7" , "1.17" , "0.12" ,
