 "MaterialName" , "GaugeSectionThickness" , "GaugeSectionWidth" , "Maxstress" , "Minstress" , "Maxstrainpct" , "Minstrainpct" ,
 "UNI-D155B-UP2" , "2.70" , "25.0" , "552" , "55.2" , "1.73" , "0.17" ,
 "UNI-D155B-UP2" , "2.70" , "25.0" , "552" , "55.2" , "1.82" , "0.18" ,
 "UNI-D155B-UP2" , "2.70" , "25.0" , "552" , "55.2" , "1.83" , "0.18" ,
 "UNI-D155B-UP2" , "2.70" , "25.0" , "552" , "55.2" , "1.86" , "0.19" ,
 "UNI-D155B-UP2" , "2.70" , "25.0" , "552" , "55.2" , "1.92" , "0.19" ,
 "UNI-D155B-UP2" , "2.70" , "25.0" , "690" , "69.0" , "2.32" , "0.23" ,
 "MD-DD14-UP2" , "2.71" , "22.0" , "207" , "20.7" , "0.78" , "0.08" ,
 "MD-DD14-UP2" , "2.71" , "22.0" , "207" , "20.7" , "0.80" , "0.08" ,
 "MD-DD14-UP2" , "2.71" , "22.0" , "207" , "20.7" , "0.85" , "0.09" ,
 "MD-DD14-UP2" , "2.71" , "22.0" , "276" , "27.6" , "1.09" , "0.11" ,
 "MD-DD14-UP2" , "2.71" , "22.0" , "276" , "27.6" , "1.13" , "0.11" ,
 "MD-DD14-UP2" , "2.71" , "22.0" , "276" , "27.6" , "1.20" , "0.12" ,
 "MD-DD14-UP2" , "2.71" , "22.0" , "345" , "34.5" , "1.38" , "0.14" ,
 "MD-DD14-UP2" , "2.71" , "22.0" , "345" , "34.5" , "1.48" , "0.15" ,
 "MD-DD14-UP2" , "2.71" , "22.0" , "345" , "34.5" , "1.56" , "0.16" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "345" , "34.5" , "0.98" , "0.10" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "345" , "34.5" , "1.02" , "0.10" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "345" , "34.5" , "1.04" , "0.10" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "345" , "34.5" , "1.06" , "0.11" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "345" , "34.5" , "1.09" , "0.11" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "414" , "41.4" , "1.13" , "0.11" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "414" , "41.4" , "1.21" , "0.12" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "414" , "41.4" , "1.22" , "0.12" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "414" , "41.4" , "1.25" , "0.13" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "414" , "41.4" , "1.26" , "0.13" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "414" , "41.4" , "1.30" , "0.13" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "552" , "55.2" , "1.60" , "0.16" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "552" , "55.2" , "1.62" , "0.16" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "552" , "55.2" , "1.63" , "0.16" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "552" , "55.2" , "1.70" , "0.17" ,
 "UNI-D092B-UP2" , "2.76" , "25.0" , "552" , "55.2" , "1.71" , "0.17" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "190" , "19" , "0.95" , "0.10" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "207" , "20.7" , "0.99" , "0.10" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "207" , "20.7" , "1.15" , "0.12" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "276" , "27.6" , "1.18" , "0.12" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "276" , "27.6" , "1.22" , "0.12" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "276" , "27.6" , "1.29" , "0.13" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "345" , "34.5" , "1.55" , "0.16" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "345" , "34.5" , "1.67" , "0.17" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "345" , "34.5" , "1.79" , "0.18" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "414" , "41.4" , "1.96" , "0.20" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "414" , "41.4" , "2.00" , "0.20" ,
 "MD-DD18A-UP2" , "2.78" , "25.0" , "414" , "41.4" , "2.13" , "0.21" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "17" , "1.7" , "0.16" , "0.02" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "28" , "2.8" , "0.24" , "0.02" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "28" , "2.8" , "0.26" , "0.03" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "35" , "3.5" , "0.34" , "0.03" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "38" , "3.8" , "0.37" , "0.04" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "138" , "13.8" , "0.58" , "0.06" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "172" , "17.2" , "0.83" , "0.08" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "207" , "20.7" , "0.88" , "0.09" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "207" , "20.7" , "0.96" , "0.10" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "207" , "20.7" , "1.11" , "0.11" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "276" , "27.6" , "1.34" , "0.13" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "276" , "27.6" , "1.35" , "0.14" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "276" , "27.6" , "1.36" , "0.14" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "345" , "34.5" , "1.50" , "0.15" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "345" , "34.5" , "1.61" , "0.16" ,
 "MD-DD19A-UP2" , "2.78" , "25.0" , "345" , "34.5" , "1.69" , "0.17" ,
 "MD-DD19B-UP2" , "2.78" , "25.0" , "207" , "20.7" , "0.78" , "0.08" ,
 "MD-DD19B-UP2" , "2.78" , "25.0" , "207" , "20.7" , "0.80" , "0.08" ,
 "MD-DD19B-UP2" , "2.78" , "25.0" , "207" , "20.7" , "0.88" , "0.09" ,
 "MD-DD19B-UP2" , "2.78" , "25.0" , "241" , "24.1" , "1.03" , "0.10" ,
 "MD-DD19B-UP2" , "2.78" , "25.0" , "241" , "24.1" , "1.07" , "0.11" ,
 "MD-DD19B-UP2" , "2.78" , "25.0" , "276" , "27.6" , "1.09" , "0.11" ,
 "MD-DD19B-UP2" , "2.78" , "25.0" , "276" , "27.6" , "1.13" , "0.11" ,
 "MD-DD19B-UP2" , "2.78" , "25.0" , "241" , "24.1" , "1.15" , "0.12" ,
 "MD-DD19B-UP2" , "2.78" , "25.0" , "276" , "27.6" , "1.20" , "0.12" ,
 "MD-DD19B-UP2" , "2.78" , "25.0" , "276" , "27.6" , "1.25" , "0.13" ,
 "UNI-D155G-UP2" , "2.81" , "25.0" , "276" , "27.6" , "0.62" , "0.06" ,
 "UNI-D155G-UP2" , "2.81" , "25.0" , "276" , "27.6" , "0.66" , "0.07" ,
 "UNI-D155G-UP2" , "2.81" , "25.0" , "345" , "34.5" , "0.66" , "0.07" ,
 "UNI-D155G-UP2" , "2.81" , "25.0" , "345" , "34.5" , "0.75" , "0.08" ,
 "UNI-D155G-UP2" , "2.81" , "25.0" , "345" , "34.5" , "0.78" , "0.08" ,
 "UNI-D155G-UP2" , "2.81" , "25.0" , "552" , "55.2" , "1.08" , "0.11" ,
 "UNI-D155G-UP2" , "2.81" , "25.0" , "552" , "55.2" , "1.13" , "0.11" ,
 "UNI-D155G-UP2" , "2.81" , "25.0" , "552" , "55.2" , "1.26" , "0.13" ,
 "UNI-D155G-UP2" , "2.81" , "25.0" , "690" , "69.0" , "1.39" , "0.14" ,
 "UNI-D155G-UP2" , "2.81" , "25.0" , "690" , "69.0" , "1.49" , "0.15" ,
 "UNI-D155G-UP2" , "2.81" , "25.0" , "690" , "69.0" , "1.53" , "0.15" ,
 "UNI-CA-VE2" , "2.82" , "18.0" , "862" , "86.2" , "0.68" , "0.07" ,
 "UNI-CA-VE2" , "2.82" , "18.0" , "862" , "86.2" , "0.70" , "0.07" ,
 "UNI-CA-VE2" , "2.82" , "18.0" , "1034" , "103.4" , "0.82" , "0.08" ,
 "UNI-CA-VE2" , "2.82" , "18.0" , "1207" , "120.7" , "0.90" , "0.09" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "172" , "17.2" , "0.80" , "0.08" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "190" , "19.0" , "0.86" , "0.09" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "207" , "20.7" , "0.92" , "0.09" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "190" , "19.0" , "0.94" , "0.09" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "207" , "20.7" , "0.96" , "0.10" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "207" , "20.7" , "0.97" , "0.10" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "276" , "27.6" , "1.18" , "0.12" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "276" , "27.6" , "1.20" , "0.12" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "276" , "27.6" , "1.29" , "0.13" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "276" , "27.6" , "1.30" , "0.13" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "276" , "27.6" , "1.33" , "0.13" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "345" , "34.5" , "1.52" , "0.15" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "345" , "34.5" , "1.60" , "0.16" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "345" , "34.5" , "1.64" , "0.16" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "345" , "34.5" , "1.65" , "0.17" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "345" , "34.5" , "1.70" , "0.17" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "414" , "41.4" , "1.87" , "0.19" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "414" , "41.4" , "1.88" , "0.19" ,
 "MD-DD17A-UP2" , "2.83" , "25.0" , "414" , "41.4" , "2.10" , "0.21" ,
 "MD-DD22-UP2" , "2.86" , "22.0" , "207" , "20.7" , "1.06" , "0.11" ,
 "MD-DD22-UP2" , "2.86" , "22.0" , "241" , "24.1" , "1.25" , "0.13" ,
 "MD-DD22-UP2" , "2.86" , "22.0" , "241" , "24.1" , "1.27" , "0.13" ,
 "MD-DD22-UP2" , "2.86" , "22.0" , "276" , "27.6" , "1.54" , "0.15" ,
 "MD-DD22-UP2" , "2.86" , "22.0" , "276" , "27.6" , "1.61" , "0.16" ,
 "MD-DD22-UP2" , "2.86" , "22.0" , "276" , "27.6" , "1.67" , "0.17" ,
 "MD-DD20-UP2" , "2.89" , "22.0" , "138" , "13.8" , "0.63" , "0.06" ,
 "MD-DD20-UP2" , "2.89" , "22.0" , "138" , "13.8" , "0.69" , "0.07" ,
 "MD-DD20-UP2" , "2.89" , "22.0" , "138" , "13.8" , "0.70" , "0.07" ,
 "MD-DD20-UP2" , "2.89" , "22.0" , "172" , "17.2" , "0.83" , "0.08" ,
 "MD-DD20-UP2" , "2.89" , "22.0" , "172" , "17.2" , "0.89" , "0.09" ,
 "MD-DD20-UP2" , "2.89" , "22.0" , "207" , "20.7" , "0.96" , "0.10" ,
 "MD-DD20-UP2" , "2.89" , "22.0" , "310" , "31.0" , "1.46" , "0.15" ,
 "MD-DD20-UP2" , "2.89" , "22.0" , "310" , "31.0" , "1.55" , "0.16" ,
 "MD-DD20-UP2" , "2.89" , "22.0" , "310" , "31.0" , "1.58" , "0.16" ,
 "MD-DD25-UP2" , "2.89" , "22.0" , "172" , "17.2" , "0.67" , "0.07" ,
 "MD-DD25-UP2" , "2.89" , "22.0" , "207" , "20.7" , "0.68" , "0.07" ,
 "MD-DD25-UP2" , "2.89" , "22.0" , "207" , "20.7" , "0.73" , "0.07" ,
 "MD-DD25-UP2" , "2.89" , "22.0" , "207" , "20.7" , "0.78" , "0.08" ,
 "MD-DD25-UP2" , "2.89" , "22.0" , "276" , "27.6" , "0.99" , "0.10" ,
 "MD-DD25-UP2" , "2.89" , "22.0" , "276" , "27.6" , "1.01" , "0.10" ,
 "MD-DD25-UP2" , "2.89" , "22.0" , "276" , "27.6" , "1.10" , "0.11" ,
 "MD-DD25-UP2" , "2.89" , "22.0" , "345" , "34.5" , "1.22" , "0.12" ,
 "MD-DD25-UP2" , "2.89" , "22.0" , "345" , "34.5" , "1.37" , "0.14" ,
 "MD-DD25-UP2" , "2.89" , "22.0" , "345" , "34.5" , "1.42" , "0.14" ,
 "MD-DD25A-UP2" , "2.89" , "22.0" , "207" , "20.7" , "0.74" , "0.07" ,
 "MD-DD25A-UP2" , "2.89" , "22.0" , "241" , "24.1" , "0.86" , "0.09" ,
 "MD-DD25A-UP2" , "2.89" , "22.0" , "241" , "24.1" , "0.91" , "0.09" ,
 "MD-DD25A-UP2" , "2.89" , "22.0" , "276" , "27.6" , "0.97" , "0.10" ,
 "MD-DD25A-UP2" , "2.89" , "22.0" , "276" , "27.6" , "0.99" , "0.10" ,
 "MD-DD25A-UP2" , "2.89" , "22.0" , "276" , "27.6" , "1.01" , "0.10" ,
 "MD-DD25A-UP2" , "2.89" , "22.0" , "345" , "34.5" , "1.20" , "0.12" ,
 "MD-DD25A-UP2" , "2.89" , "22.0" , "345" , "34.5" , "1.23" , "0.12" ,
 "MD-DD25A-UP2" , "2.89" , "22.0" , "345" , "34.5" , "1.24" , "0.12" ,
 "MD-EEBP" , "2.90" , "20.0" , "207" , "20.7" , "0.80" , "0.08" ,
 "MD-EEBP" , "2.90" , "20.0" , "207" , "20.7" , "0.81" , "0.08" ,
 "MD-EEBP" , "2.90" , "20.0" , "276" , "27.6" , "1.20" , "0.12" ,
 "MD-EEBP" , "2.90" , "20.0" , "276" , "27.6" , "1.21" , "0.12" ,
 "MD-EEBP" , "2.90" , "20.0" , "276" , "27.6" , "1.22" , "0.12" ,
 "MD-EEBP" , "2.90" , "20.0" , "345" , "34.5" , "1.40" , "0.14" ,
 "MD-EEBP" , "2.90" , "20.0" , "345" , "34.5" , "1.44" , "0.14" ,
 "Biax-CH4-UP2" , "2.92" , "25.0" , "52" , "5.2" , "0.47" , "0.05" ,
 "Biax-CH4-UP2" , "2.92" , "25.0" , "52" , "5.2" , "0.52" , "0.05" ,
 "Biax-CH4-UP2" , "2.92" , "25.0" , "69" , "6.9" , "0.64" , "0.06" ,
 "Biax-CH4-UP2" , "2.92" , "25.0" , "69" , "6.9" , "0.79" , "0.08" ,
 "Biax-CH4-UP2" , "2.92" , "25.0" , "69" , "6.9" , "0.82" , "0.08" ,
 "Biax-CH4-UP2" , "2.92" , "25.0" , "86" , "8.6" , "0.99" , "0.10" ,
 "Biax-CH4-UP2" , "2.92" , "25.0" , "86" , "8.6" , "1.24" , "0.12" ,
 "Biax-CH4-UP2" , "2.92" , "25.0" , "86" , "8.6" , "1.38" , "0.14" ,
 "Biax-CH4-UP2" , "2.92" , "25.0" , "103" , "10.3" , "1.40" , "0.14" ,
 "Biax-CH4-UP2" , "2.92" , "25.0" , "103" , "10.3" , "1.70" , "0.17" ,
 "Biax-CH4-UP2" , "2.92" , "25.0" , "103" , "10.3" , "1.80" , "0.18" ,
 "UNI-D155H-UP2" , "2.93" , "25.0" , "414" , "41.4" , "1.02" , "0.10" ,
 "UNI-D155H-UP2" , "2.93" , "25.0" , "414" , "41.4" , "1.04" , "0.10" ,
 "UNI-D155H-UP2" , "2.93" , "25.0" , "483" , "48.3" , "1.21" , "0.12" ,
 "UNI-D155H-UP2" , "2.93" , "25.0" , "483" , "48.3" , "1.24" , "0.12" ,
 "UNI-D155H-UP2" , "2.93" , "25.0" , "552" , "55.2" , "1.56" , "0.16" ,
 "UNI-D155H-UP2" , "2.93" , "25.0" , "552" , "55.2" , "1.60" , "0.16" ,
 "UNI-D155H-UP2" , "2.93" , "25.0" , "552" , "55.2" , "1.62" , "0.16" ,
 "UNI-D155H-UP2" , "2.93" , "25.0" , "690" , "69.0" , "1.64" , "0.16" ,
 "UNI-D155H-UP2" , "2.93" , "25.0" , "690" , "69.0" , "1.67" , "0.17" ,
 "UNI-D155H-UP2" , "2.93" , "25.0" , "690" , "69.0" , "1.70" , "0.17" ,
 "Biax-CH23-UP2" , "2.95" , "25.0" , "138" , "13.8" , "0.76" , "0.08" ,
 "Biax-CH23-UP2" , "2.95" , "25.0" , "138" , "13.8" , "0.79" , "0.08" ,
 "Biax-CH23-UP2" , "2.95" , "25.0" , "207" , "20.7" , "1.24" , "0.12" ,
 "Biax-CH23-UP2" , "2.95" , "25.0" , "207" , "20.7" , "1.29" , "0.13" ,
 "Biax-CH23-UP2" , "2.95" , "25.0" , "207" , "20.7" , "1.35" , "0.14" ,
 "Biax-CH23-UP2" , "2.95" , "25.0" , "276" , "27.6" , "1.51" , "0.15" ,
 "Biax-CH23-UP2" , "2.95" , "25.0" , "276" , "27.6" , "1.66" , "0.17" ,
 "Biax-CH23-UP2" , "2.95" , "25.0" , "276" , "27.6" , "1.93" , "0.19" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "207" , "20.7" , "0.82" , "0.08" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "276" , "27.6" , "1.03" , "0.10" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "276" , "27.6" , "1.20" , "0.12" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "345" , "34.5" , "1.37" , "0.14" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "414" , "41.4" , "1.47" , "0.15" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "345" , "34.5" , "1.50" , "0.15" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "345" , "34.5" , "1.51" , "0.15" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "414" , "41.4" , "1.63" , "0.16" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "414" , "41.4" , "1.67" , "0.17" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "483" , "48.3" , "1.72" , "0.17" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "483" , "48.3" , "1.80" , "0.18" ,
 "MD-DD5-UP2" , "2.97" , "22.0" , "483" , "48.3" , "2.00" , "0.20" ,
 "UNI-A130C-UP2" , "2.97" , "25.0" , "310" , "31.0" , "0.98" , "0.10" ,
 "UNI-A130C-UP2" , "2.97" , "25.0" , "345" , "34.5" , "1.09" , "0.11" ,
 "UNI-A130C-UP2" , "2.97" , "25.0" , "345" , "34.5" , "1.12" , "0.11" ,
 "UNI-A130C-UP2" , "2.97" , "25.0" , "345" , "34.5" , "1.16" , "0.12" ,
 "UNI-A130C-UP2" , "2.97" , "25.0" , "414" , "41.4" , "1.25" , "0.13" ,
 "UNI-A130C-UP2" , "2.97" , "25.0" , "414" , "41.4" , "1.31" , "0.13" ,
 "UNI-A130C-UP2" , "2.97" , "25.0" , "414" , "41.4" , "1.33" , "0.13" ,
 "UNI-A130C-UP2" , "2.97" , "25.0" , "483" , "48.3" , "1.42" , "0.14" ,
 "UNI-A130C-UP2" , "2.97" , "25.0" , "483" , "48.3" , "1.49" , "0.15" ,
 "UNI-A130C-UP2" , "2.97" , "25.0" , "483" , "48.3" , "1.51" , "0.15" ,
 "UNI-90D155V-VE" , "2.98" , "25.0" , "17.2" , "1.72" , "0.17" , "0.02" ,
 "UNI-90D155V-VE" , "2.98" , "25.0" , "20.7" , "2.07" , "0.19" , "0.02" ,
 "UNI-90D155V-VE" , "2.98" , "25.0" , "24.1" , "2.41" , "0.24" , "0.02" ,
 "UNI-90D155V-VE" , "2.98" , "25.0" , "24.1" , "2.41" , "0.25" , "0.03" ,
 "UNI-90D155V-VE" , "2.98" , "25.0" , "27.6" , "2.76" , "0.26" , "0.03" ,
 "UNI-90D155V-VE" , "2.98" , "25.0" , "27.6" , "2.76" , "0.28" , "0.03" ,
 "UNI-90D155V-VE" , "2.98" , "25.0" , "24.1" , "2.41" , "0.31" , "0.03" ,
 "UNI-90D155V-VE" , "2.98" , "25.0" , "27.6" , "2.76" , "0.31" , "0.03" ,
 "UNI-D155C-UP2" , "2.99" , "25.0" , "345" , "34.5" , "0.99" , "0.10" ,
 "UNI-D155C-UP2" , "2.99" , "25.0" , "345" , "34.5" , "1.01" , "0.10" ,
 "UNI-D155C-UP2" , "2.99" , "25.0" , "345" , "34.5" , "1.04" , "0.10" ,
 "UNI-D155C-UP2" , "2.99" , "25.0" , "414" , "41.4" , "1.23" , "0.12" ,
 "UNI-D155C-UP2" , "2.99" , "25.0" , "414" , "41.4" , "1.24" , "0.12" ,
 "UNI-D155C-UP2" , "2.99" , "25.0" , "552" , "55.2" , "1.59" , "0.16" ,
 "UNI-D155C-UP2" , "2.99" , "25.0" , "552" , "55.2" , "1.62" , "0.16" ,
 "UNI-D155C-UP2" , "2.99" , "25.0" , "552" , "55.2" , "1.68" , "0.17" ,
 "UNI-D155C-UP2" , "2.99" , "25.0" , "827" , "82.7" , "2.55" , "0.26" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "345" , "34.5" , "0.75" , "0.08" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "345" , "34.5" , "0.81" , "0.08" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "345" , "34.5" , "0.83" , "0.08" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "414" , "41.4" , "0.92" , "0.09" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "414" , "41.4" , "0.95" , "0.10" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "414" , "41.4" , "0.99" , "0.10" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "552" , "55.2" , "1.09" , "0.11" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "552" , "55.2" , "1.18" , "0.12" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "552" , "55.2" , "1.28" , "0.13" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "690" , "69.0" , "1.61" , "0.16" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "690" , "69.0" , "1.65" , "0.17" ,
 "UNI-D155C2-UP2" , "2.99" , "25.0" , "690" , "69.0" , "1.70" , "0.17" ,
 "Biax-CH12-UP2" , "3.00" , "25.0" , "-20.7" , "-207" , "-0.11" , "-1.09" ,
 "Biax-CH12-UP2" , "3.00" , "25.0" , "172" , "17.2" , "1.00" , "0.10" ,
 "Biax-CH12-UP2" , "3.00" , "25.0" , "190" , "19.0" , "1.13" , "0.11" ,
 "Biax-CH12-UP2" , "3.00" , "25.0" , "172" , "17.2" , "1.19" , "0.12" ,
 "Biax-CH12-UP2" , "3.00" , "25.0" , "207" , "20.7" , "1.20" , "0.12" ,
 "Biax-CH12-UP2" , "3.00" , "25.0" , "207" , "20.7" , "1.29" , "0.13" ,
 "Biax-CH12-UP2" , "3.00" , "25.0" , "241" , "24.1" , "1.49" , "0.15" ,
 "Biax-CH12-UP2" , "3.00" , "25.0" , "241" , "24.1" , "1.60" , "0.16" ,
 "Biax-CH12-UP2" , "3.00" , "25.0" , "276" , "27.6" , "1.85" , "0.19" ,
 "Biax-CH12-UP2" , "3.00" , "25.0" , "276" , "27.6" , "1.94" , "0.19" ,
 "Biax-CH12-UP2" , "3.00" , "25.0" , "276" , "27.6" , "1.99" , "0.20" ,
 "MD-45D155V-VE" , "3.00" , "25.0" , "41.4" , "4.14" , "0.40" , "0.04" ,
 "MD-45D155V-VE" , "3.00" , "25.0" , "55.2" , "5.52" , "0.60" , "0.06" ,
 "MD-45D155V-VE" , "3.00" , "25.0" , "55.2" , "5.52" , "0.61" , "0.06" ,
 "MD-45D155V-VE" , "3.00" , "25.0" , "55.2" , "5.52" , "0.64" , "0.06" ,
 "MD-45D155V-VE" , "3.00" , "25.0" , "69" , "6.9" , "0.84" , "0.08" ,
 "MD-45D155V-VE" , "3.00" , "25.0" , "69" , "6.9" , "0.86" , "0.09" ,
 "UNI-D092F-UP2" , "3.00" , "25.0" , "345" , "34.5" , "0.81" , "0.08" ,
 "UNI-D092F-UP2" , "3.00" , "25.0" , "345" , "34.5" , "0.90" , "0.09" ,
 "UNI-D092F-UP2" , "3.00" , "25.0" , "414" , "41.4" , "0.97" , "0.10" ,
 "UNI-D092F-UP2" , "3.00" , "25.0" , "414" , "41.4" , "1.03" , "0.10" ,
 "UNI-D092F-UP2" , "3.00" , "25.0" , "414" , "41.4" , "1.12" , "0.11" ,
 "UNI-D092F-UP2" , "3.00" , "25.0" , "552" , "55.2" , "1.24" , "0.12" ,
 "UNI-D092F-UP2" , "3.00" , "25.0" , "552" , "55.2" , "1.32" , "0.13" ,
 "UNI-MM1" , "3.00" , "25.0" , "310" , "31.0" , "0.78" , "0.08" ,
 "UNI-MM1" , "3.00" , "25.0" , "345" , "34.5" , "0.80" , "0.08" ,
 "UNI-MM1" , "3.00" , "25.0" , "345" , "34.5" , "0.86" , "0.09" ,
 "UNI-MM1" , "3.00" , "25.0" , "345" , "34.5" , "0.87" , "0.09" ,
 "UNI-MM1" , "3.00" , "25.0" , "517" , "51.7" , "1.29" , "0.13" ,
 "UNI-MM1" , "3.00" , "25.0" , "517" , "51.7" , "1.34" , "0.13" ,
 "UNI-MM1" , "3.00" , "25.0" , "621" , "62.1" , "1.44" , "0.14" ,
 "UNI-MM1" , "3.00" , "25.0" , "621" , "62.1" , "1.66" , "0.17" ,
 "UNI-MM1" , "3.00" , "25.0" , "621" , "62.1" , "1.77" , "0.18" ,
 "UNI-MM2" , "3.00" , "25.0" , "345" , "34.5" , "0.87" , "0.09" ,
 "UNI-MM2" , "3.00" , "25.0" , "345" , "34.5" , "0.93" , "0.09" ,
 "UNI-MM2" , "3.00" , "25.0" , "345" , "34.5" , "0.94" , "0.09" ,
 "UNI-MM2" , "3.00" , "25.0" , "414" , "41.4" , "0.98" , "0.10" ,
 "UNI-MM2" , "3.00" , "25.0" , "414" , "41.4" , "1.02" , "0.10" ,
 "UNI-MM2" , "3.00" , "25.0" , "414" , "41.4" , "1.07" , "0.11" ,
 "UNI-MM2" , "3.00" , "25.0" , "483" , "48.3" , "1.16" , "0.12" ,
 "UNI-MM2" , "3.00" , "25.0" , "483" , "48.3" , "1.20" , "0.12" ,
 "UNI-MM2" , "3.00" , "25.0" , "517" , "51.7" , "1.30" , "0.13" ,
 "UNI-MM2" , "3.00" , "25.0" , "552" , "55.2" , "1.30" , "0.13" ,
 "UNI-MM2" , "3.00" , "25.0" , "517" , "51.7" , "1.34" , "0.13" ,
 "UNI-MM2" , "3.00" , "25.0" , "517" , "51.7" , "1.37" , "0.14" ,
 "UNI-MM2" , "3.00" , "25.0" , "621" , "62.1" , "1.49" , "0.15" ,
 "UNI-MM2" , "3.00" , "25.0" , "621" , "62.1" , "1.60" , "0.16" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "241" , "24.1" , "0.95" , "0.10" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "276" , "27.6" , "1.18" , "0.12" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "310" , "31.0" , "1.21" , "0.12" ,
 "MD-DD5P-UP2" , "3.02" , "22.0" , "276" , "27.6" , "1.22" , "0.12" ,
