 "Material" , "Resin" , "ReinforcementFiber" , "ZeroDegreeDirectionFiber_pct" , "FortyFiveDegreeDirectionFiber_pct" , "NinetyDegreeDirectionFiber_pct" , "OtherDegreeDirectionFiber_pct" , "GaugeSectionWidth_mm" , "GaugeSectionThickness_mm" , "MaximumStress_MPa" , "FatigueTestFrequency_Hz" ,
 "Biax-CH3-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "24.0" , "76.0" , "0.0" , "0.0" , "25.0" , "4.19" , "-12.1" , "15.0" ,
 "Biax-CH3-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "24.0" , "76.0" , "0.0" , "0.0" , "25.0" , "4.19" , "-20.7" , "2.0" ,
 "Biax-CH3-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "24.0" , "76.0" , "0.0" , "0.0" , "25.0" , "4.19" , "207" , "2.0" ,
 "Biax-CH3-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "24.0" , "76.0" , "0.0" , "0.0" , "25.0" , "4.19" , "241" , "2.0" ,
 "Biax-CH3-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "24.0" , "76.0" , "0.0" , "0.0" , "25.0" , "4.19" , "-12.1" , "20.0" ,
 "Biax-CH3-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "24.0" , "76.0" , "0.0" , "0.0" , "25.0" , "4.19" , "-17.2" , "4.0" ,
 "Biax-CH3-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "24.0" , "76.0" , "0.0" , "0.0" , "25.0" , "4.19" , "172" , "4.0" ,
 "Biax-CH3-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "24.0" , "76.0" , "0.0" , "0.0" , "25.0" , "4.19" , "-13.8" , "5.0" ,
 "Biax-CH3-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "24.0" , "76.0" , "0.0" , "0.0" , "25.0" , "4.19" , "-17.2" , "5.0" ,
 "Biax-CH3-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "24.0" , "76.0" , "0.0" , "0.0" , "25.0" , "4.19" , "138" , "5.0" ,
 "Biax-CH3-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "24.0" , "76.0" , "0.0" , "0.0" , "25.0" , "4.19" , "172" , "5.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "-20.7" , "10.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "138" , "10.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "172" , "10.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "207" , "10.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "241" , "10.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "-27.6" , "2.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "310" , "2.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "345" , "2.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "-17.2" , "20.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "121" , "20.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "-24.1" , "4.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "276" , "4.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "-20.7" , "5.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "172" , "5.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "207" , "5.0" ,
 "Biax-CH6-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "39.0" , "61.0" , "0.0" , "0.0" , "25.0" , "2.26" , "241" , "5.0" ,
 "MD-10D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.47" , "172" , "10.0" ,
 "MD-10D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.47" , "155" , "12.0" ,
 "MD-10D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.47" , "207" , "5.0" ,
 "MD-10D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.47" , "172" , "8.0" ,
 "MD-20D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.21" , "138" , "12.0" ,
 "MD-20D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.21" , "138" , "15.0" ,
 "MD-20D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.21" , "207" , "2.0" ,
 "MD-20D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.21" , "172" , "5.0" ,
 "MD-20D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.21" , "172" , "7.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "-8.3" , "10.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "69" , "15.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "86" , "20.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "69" , "25.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "-10.3" , "4.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "103" , "5.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "121" , "5.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "-9" , "6.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "103" , "6.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "121" , "6.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "-9" , "7.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "-9" , "8.0" ,
 "MD-30D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "103" , "8.0" ,
 "MD-40D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "-5.9" , "10.0" ,
 "MD-40D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "55" , "12.0" ,
 "MD-40D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "55" , "15.0" ,
 "MD-40D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "-10.3" , "2.0" ,
 "MD-40D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "55" , "20.0" ,
 "MD-40D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "-9" , "4.0" ,
 "MD-40D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "86" , "4.0" ,
 "MD-40D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "69" , "5.0" ,
 "MD-40D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "-6.9" , "6.0" ,
 "MD-40D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "69" , "8.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "-6.9" , "10.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "28" , "10.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "55" , "10.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "41" , "12.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "55" , "12.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "41" , "15.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "-9.7" , "2.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "41" , "2.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "69" , "2.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "34" , "20.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "41" , "20.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "-6.9" , "5.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "-8.3" , "5.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "34" , "5.0" ,
 "MD-45D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "-8.3" , "8.0" ,
 "MD-45D155P2-UP4" , "CoRezyn 75-AQ-010" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.05" , "48" , "2.0" ,
 "MD-45D155P2-UP4" , "CoRezyn 75-AQ-010" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.05" , "55" , "2.0" ,
 "MD-45D155P2-UP4" , "CoRezyn 75-AQ-010" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.05" , "48" , "3.0" ,
 "MD-45D155P2-UP4" , "CoRezyn 75-AQ-010" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.05" , "55" , "3.0" ,
 "MD-45D155P2-UP4" , "CoRezyn 75-AQ-010" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.05" , "38" , "4.0" ,
 "MD-45D155P2-UP4" , "CoRezyn 75-AQ-010" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.05" , "41" , "5.0" ,
 "MD-45D155P2-UP4" , "CoRezyn 75-AQ-010" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.05" , "38" , "7.0" ,
 "MD-45D155V-VE" , "Derakane 411C-50" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.00" , "41.4" , "10.0" ,
 "MD-45D155V-VE" , "Derakane 411C-50" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.00" , "69" , "2.0" ,
 "MD-45D155V-VE" , "Derakane 411C-50" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.00" , "55.2" , "3.0" ,
 "MD-45D155V-VE" , "Derakane 411C-50" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.00" , "55.2" , "4.0" ,
 "MD-45D155V2-VE2" , "Derakane 8084" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.10" , "-6.9" , "10.0" ,
 "MD-45D155V2-VE2" , "Derakane 8084" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.10" , "41" , "10.0" ,
 "MD-45D155V2-VE2" , "Derakane 8084" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.10" , "-6.9" , "12.0" ,
 "MD-45D155V2-VE2" , "Derakane 8084" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.10" , "-8.3" , "5.0" ,
 "MD-45D155V2-VE2" , "Derakane 8084" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.10" , "48" , "5.0" ,
 "MD-45D155V2-VE2" , "Derakane 8084" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.10" , "55" , "5.0" ,
 "MD-50D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.23" , "28" , "15.0" ,
 "MD-50D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.23" , "35" , "15.0" ,
 "MD-50D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.23" , "-10.0" , "2.0" ,
 "MD-50D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.23" , "35" , "20.0" ,
 "MD-50D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.23" , "-9.0" , "3.0" ,
 "MD-50D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.23" , "-7.6" , "4.0" ,
 "MD-50D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.23" , "-7.9" , "4.0" ,
 "MD-50D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.23" , "41" , "4.0" ,
 "MD-50D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.23" , "41" , "5.0" ,
 "MD-50D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.23" , "41" , "7.0" ,
 "MD-50D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.23" , "-6.9" , "8.0" ,
 "MD-60D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "-7.9" , "10.0" ,
 "MD-60D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "21" , "10.0" ,
 "MD-60D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "24" , "10.0" ,
 "MD-60D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "19" , "15.0" ,
 "MD-60D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "21" , "15.0" ,
 "MD-60D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "24" , "15.0" ,
 "MD-60D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "21" , "20.0" ,
 "MD-60D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "-10.3" , "4.0" ,
 "MD-60D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "28" , "4.0" ,
 "MD-60D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "28" , "5.0" ,
 "MD-60D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.11" , "-8.6" , "6.0" ,
 "MD-70D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "17" , "10.0" ,
 "MD-70D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "17" , "12.0" ,
 "MD-70D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "16" , "15.0" ,
 "MD-70D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "17" , "15.0" ,
 "MD-70D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "14" , "20.0" ,
 "MD-70D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "16" , "20.0" ,
 "MD-70D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.17" , "19" , "5.0" ,
 "MD-80D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.32" , "14" , "10.0" ,
 "MD-80D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.32" , "16" , "10.0" ,
 "MD-80D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.32" , "16" , "15.0" ,
 "MD-80D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.32" , "17" , "2.0" ,
 "MD-80D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.32" , "12" , "25.0" ,
 "MD-80D155-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "0.0" , "0.0" , "0.0" , "100.0" , "25.0" , "3.32" , "16" , "5.0" ,
 "MD-BB-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "62.0" , "38.0" , "0.0" , "0.0" , "25.0" , "2.67" , "276" , "10.0" ,
 "MD-BB-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "62.0" , "38.0" , "0.0" , "0.0" , "25.0" , "2.67" , "207" , "15.0" ,
 "MD-BB-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "62.0" , "38.0" , "0.0" , "0.0" , "25.0" , "2.67" , "241" , "15.0" ,
 "MD-BB-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "62.0" , "38.0" , "0.0" , "0.0" , "25.0" , "2.67" , "414" , "2.0" ,
 "MD-BB-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "62.0" , "38.0" , "0.0" , "0.0" , "25.0" , "2.67" , "193" , "20.0" ,
 "MD-BB-UP2" , "CoRezyn 63-AX-051" , "Knytex A130 (444 gsm)" , "62.0" , "38.0" , "0.0" , "0.0" , "25.0" , "2.67" , "345" , "5.0" ,
 "MD-CC-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "55.0" , "45.0" , "0.0" , "0.0" , "25.0" , "2.44" , "172" , "10.0" ,
 "MD-CC-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "55.0" , "45.0" , "0.0" , "0.0" , "25.0" , "2.44" , "207" , "10.0" ,
 "MD-CC-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "55.0" , "45.0" , "0.0" , "0.0" , "25.0" , "2.44" , "241" , "10.0" ,
 "MD-CC-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "55.0" , "45.0" , "0.0" , "0.0" , "25.0" , "2.44" , "276" , "10.0" ,
 "MD-CC-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "55.0" , "45.0" , "0.0" , "0.0" , "25.0" , "2.44" , "172" , "15.0" ,
 "MD-CC-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "55.0" , "45.0" , "0.0" , "0.0" , "25.0" , "2.44" , "207" , "15.0" ,
 "MD-CC-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "55.0" , "45.0" , "0.0" , "0.0" , "25.0" , "2.44" , "345" , "2.0" ,
 "MD-CC-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "55.0" , "45.0" , "0.0" , "0.0" , "25.0" , "2.44" , "276" , "4.0" ,
 "MD-CC2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "63.0" , "37.0" , "0.0" , "0.0" , "25.0" , "2.69" , "276" , "10.0" ,
 "MD-CC2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "63.0" , "37.0" , "0.0" , "0.0" , "25.0" , "2.69" , "345" , "10.0" ,
 "MD-CC2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "63.0" , "37.0" , "0.0" , "0.0" , "25.0" , "2.69" , "276" , "15.0" ,
 "MD-CC2-UP2" , "CoRezyn 63-AX-051" , "Knytex D155 (527 gsm)" , "63.0" , "37.0" , "0.0" , "0.0" , "25.0" , "2.69" , "414" , "15.0" ,
